Case Number,Date,Year,Month,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal (Y/N),Time,Species,href formula
2016.01.02,02-Jan-16,2016,1,Unprovoked,AUSTRALIA,Queensland,Miall Island,Spearfishing,M,31,Lacerations to arms & leg,N,11h30,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.02-Countryman.pdf
2015.12.26,26-Dec-15,2015,12,Boat,SOUTH AFRICA,KwaZulu-Natal,Westbrook Beach,Kayak Fishing,M,UNKNOWN,"No injury, kayak damaged",N,Morning,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.26-Wardell.pdf
2015.12.25,25-Dec-15,2015,12,Unprovoked,SPAIN,Grand Canary Island,"Arinaga Beach, Aguimes, Gran Canaria",Swimming,F,38,Lacerations to left forearm,N,UNKNOWN,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.25-GrandCanary.pdf
2015.12.22,22-Dec-15,2015,12,Unprovoked,USA,Hawaii,La'aloa Beach Park,Paddle boarding,M,71,"No injury, shark bit board",N,Morning,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.22-Ford.pdf
2015.12.21.b,21-Dec-15,2015,12,Unprovoked,AUSTRALIA,New South Wales,Bondi Beach,Surfing,M,43,"No injury, shark leapt on surfboard",N,07h00,Bronze Whaler Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.21.b-Norburn.pdf
2015.12.21.a,21-Dec-15,2015,12,Unprovoked,BRAZIL,Pernambuco,Fernano de Noronha,Scuba diving,M,32,Right hand & part of forearm removed,N,UNKNOWN,Tiger Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.21.a-Brazil.pdf
2015.12.19,19-Dec-15,2015,12,Unprovoked,ARUBA,UNKNOWN,Boat capsized,Sea disaster,M,58,FATAL,Y,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.19-Aruba.pdf
2015.12.13,13-Dec-15,2015,12,Boat,AUSTRALIA,New South Wales,Lake Macquarie,Fishing,UNKNOWN,UNKNOWN,"No injury, shark rammed boat & bit motor",N,10h30,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.13-Crust-Boat.pdf
2015.12.11,11-Dec-15,2015,12,Unprovoked,BAHAMAS,UNKNOWN,Off Andros Island,Lobster fishing,M,26,"Bitten on thigh, abdomen & hand",N,UNKNOWN,Bull Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.11-Pinder.pdf
2015.12.08,08-Dec-15,2015,12,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Mpande,Swimming / Wading,F,22,Lacerations to both hands and forearms,N,Morning,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.08-Scott.pdf
2015.11.16,16-Nov-15,2015,11,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Surfing,M,UNKNOWN,Right heel injured,N,Afternoon,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.16-Conti.pdf
2015.11.15.b,15-Nov-15,2015,11,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",Swimming,F,UNKNOWN,Leg injured,N,Morning,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.15.b-PalmBeach.pdf
2015.11.15.a,15-Nov-15,2015,11,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Surfing,M,28,Lacerations to hand,N,UNKNOWN,Spinner Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.15.a-Engelman.pdf
2015.11.10,10-Nov-15,2015,11,Unprovoked,AUSTRALIA,New South Wales,East Ballina,Surfing,M,20,Injury to left thigh,N,18h15,Bull Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.10-Morgan.pdf
2015.12.23,07-Nov-15,2015,12,Invalid,USA,Florida,"Paradise Beach, Melbourne, Brevard County",Surfing,F,9,Lower left leg injured,N,11h00,Shark involvement not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.07-Underwood.pdf
2015.11.03,03-Nov-15,2015,11,Unprovoked,USA,Hawaii,"Kehena Beach, Hawaii",Swimming,M,54,Laceration to right ankle,N,11h00,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.03-O'Leary.pdf
2015.11.01.b,01-Nov-15,2015,11,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Wading,F,28,Injury to right ankle/calf & hand,N,14h00,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.01.b-Kruse.pdf
2015.11.01.a,01-Nov-15,2015,11,Unprovoked,MOZAMBIQUE,Inhambane Province,Maxixe,Fishing,M,19,"Arms severely injured, surgically amputated",N,04h00,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.01.a-Ernesto.pdf
2015.10.30,30-Oct-15,2015,10,Unprovoked,AUSTRALIA,Western Australia,Bald Island,Spearfishing,M,50,Minor injury,N,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.30-Galli.pdf
2015.10.28.a,28-Oct-15,2015,10,Unprovoked,USA,Hawaii,"Malaka, Oahu",Body boarding,M,10,"Lacerations & puncture wounds to right thigh, calf & ankle",N,14h50,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.28-Senensi.pdf
2015.10.25,25-Oct-15,2015,10,Unprovoked,SOUTH AFRICA,Western Cape Province,Stil Bay,Surfing,M,42,"Lacerations to right calf, knee & hip",N,15h00,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.25-Anderson.pdf
2015.10.21,21-Oct-15,2015,10,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Surfing,M,21,Lacerations to left hand,N,14h30,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.21-Playalinda.pdf
2015.10.19,19-Oct-15,2015,10,Unprovoked,USA,Florida,"Deerfield Beach, Broward County",Surfing,M,21,Left foot bitten,N,13h50,Spinner Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.19-Kirn.pdf
2015.10.17.c,17-Oct-15,2015,10,Unprovoked,MOZAMBIQUE,Inhambane Province,"Nahaduga, Inhambane Bay",Fishing for shrimp,F,35,FATAL,Y,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.17.c-Cavel.pdf
2015.10.17.b,17-Oct-15,2015,10,Invalid,USA,Hawaii,"Waikiki, ",Surfing,M,32,Left foot bitten by eel,N,19h20,Shark involvement not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.17.b.-Hawaii. pdf
2015.10.17.a,17-Oct-15,2015,10,Unprovoked,USA,Hawaii,"Lanikai Beach, Kailua, Oahu",Swimming,M,44,Injuries to lower legs,N,11h30,Tiger Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.17.a-Lee.pdf
2015.10.13,13-Oct-15,2015,10,Boat,USA,California,"Off Leffingwell Landing, San Luis Obispo County",Kayak Fishing,M,UNKNOWN,"No injury, shark rammed kayak repeatedly",N,11h00,Great Hammerhead Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.13-Pavacich-kayak.pdf
2015.10.09.b,09-Oct-15,2015,10,Unprovoked,USA,South Carolina,"Shipyard Beach Club, Hilton Head Island, Beaufort County",Boogie boarding,F,9,Laceration to forearm,N,16h20,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.09.b-Kershner.pdf
2015.10.09.a,09-Oct-15,2015,10,Unprovoked,USA,Hawaii,"Leftovers, Oahu",Surfing,M,25,"Left leg severed below the knee, defense injuries to left hand",N,10h25,Tiger Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.09.a-Cook.pdf
2015.10.08,08-Oct-15,2015,10,Unprovoked,MOZAMBIQUE,Inhambane Province,"Maxixe, Inhambane Bay",Fishing,M,UNKNOWN,"Arm severely injured, surgically amputated",N,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.08-Rafael.pdf
2015.10.07,07-Oct-15,2015,10,Unprovoked,AUSTRALIA,Western Australia,Pyramids Beach,Surfing,M,18,Foot injured,N,16h50,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.07-Zawadzki.pdf
2015.10.05.b,05-Oct-15,2015,10,Unprovoked,USA,Florida,"Pepper Park Beach, St. Lucie County",Body boarding,M,22,2 lacerations to ankle,N,13h00,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.05.b-FtPierce.pdf
2015.10.05.a,05-Oct-15,2015,10,Unprovoked,USA,Texas,Galveston,Wading,M,13,Foot & hands bitten,N,10h00,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.05.a-Slaughter.pdf
2015.10.04,04-Oct-15,2015,10,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,Severe lacerations to left hand,N,08h30,Blacktip Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.04-Tarasovic.pdf
2015.09.29,29-Sep-15,2015,9,Unprovoked,USA,Florida,"Vilano Beach, St.  Johns County",Surfing,M,22,"Laceration to heel, puncture wounds to dorsum of foot",N,16h20,Blacktip Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.29-Morrison.pdf
2015.09.26,26-Sep-15,2015,9,Unprovoked,AUSTRALIA,Queensland,"Russel Island, Frankland Group",Snorkeling,F,7,Laceration to leg,N,Afternoon,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.26-QLD.pdf
2015.09.24,24-Sep-15,2015,9,Unprovoked,USA,California,"Horseshoe Rock, Santa Barbara County",Kayak fishing,M,UNKNOWN,"No injury, kayak damaged",N,10h45-11h15,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.24-Kenney.pdf
2015.09.20.d,20-Sep-15,2015,9,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,Minor injury to left ankle,N,16h45,juvenile shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.20.d-NSB.pdf
2015.09.20.c,20-Sep-15,2015,9,Unprovoked,USA,Hawaii,"Upolu Point, North Kohala, Big Island",Spearfishing,M,27,Severe laceration to left leg,N,15h52,Tiger Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.20.c-Braxton.pdf
2015.09.20.b,20-Sep-15,2015,9,Unprovoked,USA,Florida,"Fernandina Beach, Amelia Island, Nassau County",Wading,M,12,Significant injuries to leg,N,12h30,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.20.b-Bitner.pdf
2015.09.20.a,20-Sep-15,2015,9,Unprovoked,USA,Florida,"Vilano Beach, St.  Johns County",Photographing fish,M,16,Injury to right hand / wrist,N,07h30,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.20.a-Schiavo.pdf
2015.09.18,18-Sep-15,2015,9,Unprovoked,USA,Florida,"Big Talbot Island, Duval County",Swimming,M,UNKNOWN,Lacerations to calf,N,19h00,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.18-Vergenz.pdf
2015.09.17,17-Sep-15,2015,9,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Surfing,M,20,Injury to right foot,N,15h00,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.17-Liebetrau.pdf
2015.09.08,08-Sep-15,2015,9,Unprovoked,AUSTRALIA,New South Wales,North Shelly Beach,Surfing,M,42,Minor laceration to hand,N,06h15,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.08-Daniels.pdf
2015.09.06,06-Sep-15,2015,9,Unprovoked,USA,California,"El Pescador Beach, Los Angeles County",Stand-Up Paddleboarding,F,50,"No injury, shark struck board, tossing her into the sea",N,17h30,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.06-Gennaro.pdf
2015.09.05,05-Sep-15,2015,9,Provoked,USA,California,"Deer Creek Beach, Ventura County",Kayak Fishing,M,29,Laceration to dorsum of foot by hooked shark  PROVOKED INCIDENT,N,14h40,Great Hammerhead Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.05-Marks.pdf
2015.09.04,04-Sep-15,2015,9,Unprovoked,AUSTRALIA,New South Wales,Hallidays Point,Surf-skiing,M,62,Inuries to lower left leg & ankle,N,11h30,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.04-Quinliven.pdf
2015.09.03,03-Sep-15,2015,9,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",UNKNOWN,M,UNKNOWN,Right foot bitten,N,16h00,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.03-Wagner.pdf
2015.09.01,01-Sep-15,2015,9,Unprovoked,THAILAND,Phuket,Karon Beach,Wading,F,37,Left foot & ankle bitten,N,08h30,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.01-Neame.pdf
2015.09.00,Sep-15,2015,9,Unprovoked,FIJI,UNKNOWN,UNKNOWN,Spearfishing,M,UNKNOWN,Leg bitten,N,UNKNOWN,Tiger Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.00-Lautiki.pdf
2015.08.29.b,29-Aug-15,2015,8,Unprovoked,USA,California,"Morro Strand State Beach, San Luis Obispo County",Surfing,F,54,"No injury, surfboard bitten",N,10h25,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.29.b-Dempsey.pdf
2015.08.29.a,29-Aug-15,2015,8,Unprovoked,USA,California,"Morro Bay, San Luis Obispo County",Surfing,M,21,"No injury, shark struk sufer's leg and his board",N,10h00,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.29.a-Phillips.pdf
2015.08.22.b,22-Aug-15,2015,8,Invalid,USA,Florida,"Cocoa Beach, Brevard  County",UNKNOWN,M,UNKNOWN,Wound to right lower leg,N,19h45,Shark involvement not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.22.b-CocoaBeach.pdf
2015.08.22.a,22-Aug-15,2015,8,Unprovoked,AUSTRALIA,New South Wales,Lighthouse Beach,Surfing,M,38,Severe laceration to left buttock & thigh,N,17h10,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.22.a-Carr.pdf
2015.08.20,20-Aug-15,2015,8,Unprovoked,USA,South Carolina,"Murrells Inlet, Georgetown County",Surfing,M,15,"Injuries to left calf, arm and hand",N,12h30,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.20-Peyton.pdf
2015.08.19,19-Aug-15,2015,8,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Walking,F,10,Lacerations to right leg,N,15h30,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.19-Szsarmack
2015.08.18.b,18-Aug-15,2015,8,Unprovoked,USA,California,Santa Barbara County,Kayak Fishing,M,22,"No injury, kayak bitten",N,07h30,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.18.b-Lyon.pdf
2015.08.18.a,18-Aug-15,2015,8,Invalid,SPAIN,Alicante,"Poniente Beach, Benidorm",Swimming,M,10,Minor injury when he attempted to touch a fish. ,N,11h00,Shark involvement not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.18.a-Benidorm.pdf
2015.08.10,10-Aug-15,2015,8,Provoked,USA,California,Cortes Bank,Spearfishing,M,57,Right hand bitten  PROVOKED INCIDENT,N,08h00,Great Hammerhead Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.10-Shafer.pdf
2015.07.31,31-Jul-15,2015,7,Unprovoked,AUSTRALIA,New South Wales,Evans Head,Surfing,M,52,"Lacerations and puncture wounds to hip, thigh, arm and hand",N,06h00,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.31-Ison.pdf
2015.07.26.b,26-Jul-15,2015,7,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,25,Minor injury to sole of foot,N,19h00,Blacktip Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.26.b-Warrilow.pdf
2015.07.26.a,26-Jul-15,2015,7,Invalid,USA,South Carolina,"Edisto Beach, Colleton County",Floating,F,35,"2' cut to dorsum of foot, 2 puncture wounds to sole",N,10h10,Shark involvement not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.26.a-Edisto.pdf
2015.07.25,25-Jul-15,2015,7,Unprovoked,AUSTRALIA,Tasmania,"Lachan Island, Mercury Passage",Scallop diving on hookah,M,46,FATAL,Y,10h00,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.25-Johnson.pdf
2015.07.23.b,23-Jul-15,2015,7,Provoked,USA,California,"La Jolla, San Diego County",Kayak Fishing,M,31,No injury to occupant. Kayak bitten by gaffed shark. PROVOKED INCIDENT,N,UNKNOWN,Shortfin Mako Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.23.b-Lorber.pdf
2015.07.23.a,23-Jul-15,2015,7,Unprovoked,AUSTRALIA,Victoria,Tyrendarra Beach near Portland,Surfing,M,40s,Left hand bitten,N,UNKNOWN,Bronze Whaler Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.23.a-Victoria.pdf
2015.07.22,22-Jul-15,2015,7,Unprovoked,REUNION,UNKNOWN,St. Leu,Surfing,M,45,Arm bitten,N,UNKNOWN,Bull Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.22-Arrieguy.pdf
2015.07.19,19-Jul-15,2015,7,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,Surfing,M,34,No injury,N,UNKNOWN,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.19-Fanning.pdf
2015.07-10,10-Jul-15,2015,7,Unprovoked,USA,California,"Huntington Beach, Orange County",Surfing,M,38,"No injury, shark bumped & damaged board",N,08h45,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.10-Miskin.pdf
2015.07.08,08-Jul-15,2015,7,Invalid,USA,California,"Huntington Beach, Orange County",Treading water,M,39,Laceration to back,N,UNKNOWN,Shark involvement not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.08-Finney.pdf
2015.07.06,06-Jul-15,2015,7,Invalid,FRENCH POLYNESIA,Bora Bora,UNKNOWN,Swimming,M,UNKNOWN,Parallel lacerations to torso inconsistent with shark bite,N,UNKNOWN,Shark involvement not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.06-Termini.pdf
2015.07.04.b,04-Jul-15,2015,7,Unprovoked,BAHAMAS,Grand Bahama Island,"Port Lucaya, Freeport",Spearfishing,F,23,Lacerations to lower leg & ankle,N,UNKNOWN,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.04.b-Hester.pdf
2015.07.04.a,04-Jul-15,2015,7,Unprovoked,USA,North Carolina,"Off Surf City, Pender County",UNKNOWN,M,32,Lacerations to right hand & forearm,N,Evening,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.04.a-Marine.pdf
2015.07.03,03-Jul-15,2015,7,Unprovoked,AUSTRALIA,New South Wales,Lennox Head,Surfing,M,52,"No injury, shark bit surfboard",N,09h00,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.03-Hoile.pdf
2015.07.02,02-Jul-15,2015,7,Unprovoked,AUSTRALIA,New South Wales,East Ballina,Body boarding ,M,32,Significant injuries to lower legs,N,09h00,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.02-Matt-Lee.pdf
2015.07.01,01-Jul-15,2015,7,Unprovoked,USA,North Carolina,"Ocracoke, Lifeguard Beach, National Park Service, Hyde County",Swimming,M,68,"Injuries to torso, hip, lower leg & hands",N,12h10,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.01-Costello.pdf
2015.06.30.b,30-Jun-15,2015,6,Unprovoked,AUSTRALIA,New South Wales,"Flat Rock, Yamba",Surfing,M,UNKNOWN,Hand bitten,N,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.30.b-Steve.pf
2015.06.30.a,30-Jun-15,2015,6,Unprovoked,USA,South Carolina,"Isle of Palms County Park, Isle of Palms, Charleston County",Playing in the water,M,12,Shallow lacerations & puncture to lateral left leg,N,18h05,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.30.a.pdf-Weakley.pdf
2015.06.27.b,27-Jun-15,2015,6,Unprovoked,USA,North Carolina,"Rodanthe, Dare County",Swimming,M,18,"Injuries to right calf, buttock and both hands",N,16h00,Bull Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.27.b-Rodanthe.pdf
2015.06.27.a,27-Jun-15,2015,6,Unprovoked,SOUTH AFRICA,Western Cape Province,Buffels Bay near Knysna,Body Boarding,M,19,"Right leg severed, multiple lacerations to left leg",N,14h40,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.27.a-Swanepoel.pdf
2015.06.26.c,26-Jun-15,2015,6,Invalid,USA,Florida,"Jacksonville Beach, Duval County",Swimming,F,UNKNOWN,Minor lacerations to leg,N,19h30,Shark involvement not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.26.c-Jacksonville.pdf
2015.06.26.b,26-Jun-15,2015,6,Unprovoked,SOUTH AFRICA,Western Cape Province,"Lookout Beach, Plettenberg Bay",Surfing,M,23,Multiple lacerations to torso & leg,N,16h00,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.26.b-Reddering.pdf
2015.06.26.a,26-Jun-15,2015,6,Unprovoked,USA,South Carolina,"South Beach, Hunting Island State Park, Beaufort County",Standing,M,43,Puncture wounds to foot,N,11h00,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.26.a-Donahue.pdf
2015.06.25.R,Reported 25-Jun-2015,2015,6,Provoked,AUSTRALIA,Western Australia,Rottnest Island,Swimming,M,19,Minor lacerations to forearm when he grabbed shark by its tail     PROVOKED INCIDENT,N,UNKNOWN,Wobbegong Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.25.R-Stephen.pdf
2015.06.25,25-Jun-15,2015,6,Unprovoked,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Body surfing?,M,47,Multiple lacerations to back,N,11h41,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.25-Avon.pdf
2015.06.24.b,24-Jun-15,2015,6,Unprovoked,USA,North Carolina,Surf City,Swimming,M,6,Minor injury to foot,N,12h25,Sand Tiger Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.24.b-Noyes.pdf
2015.06.24.a,24-Jun-15,2015,6,Invalid,AUSTRALIA,Western Australia,Denmark,Surfing,F,37,"Bruises and abrasions to face, chin, chest, both shins & feet and cut to right hand when her surfboard was struck with force",N,09h30,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.24.a-Kumpe.pdf
2015.06.23,23-Jun-15,2015,6,Unprovoked,USA,South Carolina,"St. Helena Island, Beaufort County",Standing,M,9,Minor injury to calf ,N,UNKNOWN,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.23-Davenport.pdf
2015.06.19,19-Jun-15,2015,6,Unprovoked,PUERTO RICO,UNKNOWN,Off Cabo Rojo,Spearfishing,M,36,Injury to hand,N,Morning,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.19-Rios.pdf
2015.06.17,17-Jun-15,2015,6,Unprovoked,USA,Florida,Daytona Beach Shores,Swimming,M,10,Minor injury to calf ,N,13h00,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.17-Simpson.pdf
2015.06.14.b,14-Jun-15,2015,6,Unprovoked,USA,North Carolina,"Oak Island, Brunswick County",Wading,M,16,Arm amputated below shoulder,N,17h51,Bull Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.14.b-Treschel.pdf
2015.06.14.a,14-Jun-15,2015,6,Unprovoked,USA,North Carolina,"Oak Island, Brunswick County",Wading,F,12,Left arm amputated at elbow & severe injury to leg,N,16h12,Bull Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.14.a-Yow.pdf
2015.06.13,13-Jun-15,2015,6,Unprovoked,USA,California,Off San Diego,UNKNOWN,F,UNKNOWN,Severe laceration to leg,N,UNKNOWN,Shortfin Mako Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/Court Case pending
