,SEX,AGE,ACTIVITY,COUNTRY,MONTH,YEAR,SPECIES,TYPE,FATAL,INJURY
3390,M,Young Adult,Diving,SOUTH AFRICA,6,1970,Raggedtooth shark,Provoked,N,LOWER EXTREMITIES
3420,M,Adult,diving,USA,9,1969,White shark,Unprovoked,N,LOWER EXTREMITIES
3424,M,Children,surfing,USA,8,1969,White shark,Unprovoked,N,LOWER EXTREMITIES
3433,M,Youth,Diving,USA,5,1969,Non defined,Provoked,N,OTHERS
3439,M,Youth,Surfing,USA,3,1969,White shark,Unprovoked,N,LOWER EXTREMITIES
3440,M,Adult,Fishing,AUSTRALIA,2,1969,Non defined,Provoked,N,OTHERS
3446,M,Young Adult,Feeding,AUSTRALIA,12,1968,Non defined,Provoked,N,OTHERS
3447,M,Youth,Surfing,NEW ZEALAND,12,1968,White shark,Unprovoked,N,OTHERS
3458,M,Youth,Spearfishing,NEW ZEALAND,9,1968,White shark,Unprovoked,Y,LOWER EXTREMITIES
3463,M,Youth,fishing,COLUMBIA,8,1968,Non defined,Unprovoked,N,OTHERS
3464,M,Young Adult,diving,USA,7,1968,White shark,Unprovoked,N,OTHERS
3466,M,Young Adult,Spearfishing,USA,7,1968,Non defined,Unprovoked,N,LOWER EXTREMITIES
3479,M,Young Adult,Wading,SOUTH AFRICA,3,1968,Non defined,Unprovoked,N,OTHERS
3485,M,Young Adult,Spearfishing,AUSTRALIA,2,1968,Non defined,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
3492,M,Youth,Surfing,SOUTH AFRICA,12,1967,Non defined,Unprovoked,N,LOWER EXTREMITIES
3503,M,Youth,Standing,USA,1,1967,Non defined,Unprovoked,N,LOWER EXTREMITIES
3511,M,Youth,Pulling,USA,8,1967,Non defined,Provoked,N,OTHERS
3514,M,Youth,Spearfishing,AUSTRALIA,8,1967,White shark,Unprovoked,Y,FATAL
3518,M,Youth,Spearfishing,USA,8,1967,Non defined,Unprovoked,N,OTHERS
3519,M,Adult,Photographing,BAHAMAS,1,1967,Non defined,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
3524,M,Young Adult,Spearfishing,USA,6,1967,Non defined,Provoked,N,LOWER EXTREMITIES
3530,M,Young Adult,Spearfishing,SOUTH AFRICA,3,1967,White shark,Unprovoked,N,OTHERS
3531,M,Adult,Spearfishing,AUSTRALIA,3,1967,Non defined,Provoked,N,OTHERS
3533,M,Youth,Lifesaving,NEW ZEALAND,3,1967,White shark,Unprovoked,Y,FATAL
3547,F,Children,Swimming,PAPUA NEW GUINEA,1,1966,Non defined,Unprovoked,Y,FATAL
3548,F,Children,Bathing,PAPUA NEW GUINEA,1,1966,Non defined,Unprovoked,Y,FATAL
3549,M,Young Adult,diving,AUSTRALIA,9,1966,Non defined,Unprovoked,N,OTHERS
3553,M,Adult,Spearfishing,AUSTRALIA,9,1966,Non defined,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
3559,F,Children,Swimming,NEW BRITAIN,8,1966,Non defined,Unprovoked,Y,FATAL
3560,F,Children,Diving,NEW BRITAIN,8,1966,Non defined,Unprovoked,Y,FATAL
3565,M,Children,Wading,USA,1,1966,Non defined,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
3567,M,Young Adult,Killing,USA,7,1966,White shark,Provoked,N,OTHERS
3573,M,Youth,Clamming,USA,6,1966,Non defined,Provoked,N,LOWER EXTREMITIES
3574,M,Youth,Fishing,USA,6,1966,Non defined,Provoked,N,OTHERS
3575,M,Youth,Swimming,USA,6,1966,Non defined,Unprovoked,N,OTHERS
3586,M,Children,Treading,AUSTRALIA,2,1966,White shark,Unprovoked,N,LOWER EXTREMITIES
3587,M,Young Adult,Helping,SOUTH AFRICA,1,1966,Non defined,Provoked,N,LOWER EXTREMITIES
3589,M,Young Adult,diving,USA,1,1966,White shark,Unprovoked,N,OTHERS
3592,M,Youth,Standing,SOUTH AFRICA,1,1966,Non defined,Unprovoked,N,OTHERS
3594,M,Youth,surfing,SOUTH AFRICA,1,1966,Non defined,Unprovoked,N,LOWER EXTREMITIES
3596,M,Young Adult,Swimming,USA,1,1966,Non defined,Unprovoked,N,OTHERS
3604,M,Youth,Surfing,AUSTRALIA,11,1965,Non defined,Unprovoked,N,OTHERS
3630,M,Young Adult,Spearfishing,USA,4,1965,White shark,Unprovoked,N,OTHERS
3631,M,Children,Walking,PALAU,4,1965,Tiger shark,Unprovoked,N,LOWER EXTREMITIES
3632,M,Youth,Paddling,USA,4,1965,Non defined,Unprovoked,N,OTHERS
3634,M,Youth,diving,USA,3,1965,Non defined,Unprovoked,N,OTHERS
3635,M,Young Adult,Treading,SOUTH AFRICA,2,1965,Non defined,Unprovoked,N,OTHERS
3636,M,Youth,diving,USA,2,1965,Non defined,Unprovoked,N,OTHERS
3638,M,Youth,Paddling,SOUTH AFRICA,1,1965,White shark,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
3649,M,Youth,Swimming,SOUTH AFRICA,12,1964,Raggedtooth shark,Unprovoked,N,LOWER EXTREMITIES
3652,M,Young Adult,swimming,PAPUA NEW GUINEA,12,1964,Non defined,Unprovoked,N,OTHERS
3654,M,Young Adult,diving,AUSTRALIA,11,1964,White shark,Unprovoked,N,LOWER EXTREMITIES
3660,M,Youth,Surfing,AUSTRALIA,1,1964,Non defined,Unprovoked,N,LOWER EXTREMITIES
3663,M,Youth,Swimming,TAIWAN,9,1964,Non defined,Unprovoked,N,OTHERS
3665,M,Youth,Floating,MEXICO,8,1964,Non defined,Unprovoked,N,OTHERS
3668,M,Young Adult,Spearfishing,USA,8,1964,Non defined,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
3685,M,Young Adult,Spearfishing,FIJI,5,1964,Tiger shark,Unprovoked,Y,FATAL
3690,M,Adult,diving,USA,3,1964,Non defined,Unprovoked,N,OTHERS
3696,M,Young Adult,Spearfishing,NEW ZEALAND,2,1964,White shark,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
3697,M,Young Adult,boarding,SOUTH AFRICA,2,1964,White shark,Unprovoked,N,LOWER EXTREMITIES
3699,M,Youth,Swimming,NEW ZEALAND,2,1964,White shark,Unprovoked,Y,LOWER EXTREMITIES
3709,M,Youth,Spearfishing,USA,1,1964,White shark,Unprovoked,N,LOWER EXTREMITIES
3715,F,Youth,Standing,SOUTH AFRICA,12,1963,Non defined,Unprovoked,N,LOWER EXTREMITIES
3716,M,Youth,Swimming,SOUTH AFRICA,12,1963,Non defined,Unprovoked,N,LOWER EXTREMITIES
3720,M,Children,Helping,SOUTH AFRICA,12,1963,Non defined,Provoked,N,LOWER EXTREMITIES
3723,M,Youth,Splashing,SOUTH AFRICA,12,1963,Non defined,Unprovoked,Y,LOWER EXTREMITIES
3724,M,Youth,Spearfishing,AUSTRALIA,12,1963,White shark,Unprovoked,N,OTHERS
3726,M,Youth,Treading,NEW ZEALAND,11,1963,Non defined,Unprovoked,N,LOWER EXTREMITIES
3727,F,Youth,Fishing,PAPUA NEW GUINEA,11,1963,Tiger shark,Provoked,N,OTHERS
3728,F,Youth,Fishing,FIJI,11,1963,Tiger shark,Unprovoked,N,OTHERS
3734,M,Young Adult,Fishing,PALAU,11,1963,Non defined,Unprovoked,N,OTHERS
3735,M,Young Adult,fishing,USA,1,1963,Non defined,Unprovoked,N,LOWER EXTREMITIES
3739,M,Young Adult,Spearing,SOLOMON ISLANDS,9,1963,Non defined,Unprovoked,Y,LOWER EXTREMITIES
3740,M,Youth,Surfing,AUSTRALIA,9,1963,Non defined,Provoked,N,OTHERS
3741,M,Youth,Spearfishing,USA,9,1963,Non defined,Provoked,N,OTHERS
3743,M,Young Adult,Spearfishing,FEDERATED STATES OF MICRONESIA,7,1963,Tiger shark,Unprovoked,N,OTHERS
3748,F,Adult,Swimming,GREECE,6,1963,White shark,Unprovoked,Y,FATAL
3749,M,Young Adult,Fishing,PAPUA NEW GUINEA,6,1963,Non defined,Provoked,N,LOWER EXTREMITIES
3753,M,Young Adult,Swimming,USA,4,1963,Non defined,Unprovoked,Y,LOWER EXTREMITIES
3756,M,Youth,Surfing,USA,4,1963,Non defined,Unprovoked,N,LOWER EXTREMITIES
3760,M,Youth,Spearfishing,AUSTRALIA,2,1963,Non defined,Unprovoked,N,LOWER EXTREMITIES
3761,M,Young Adult,Spearfishing,FIJI,2,1963,White shark,Unprovoked,N,OTHERS
3765,F,Young Adult,Wading,AUSTRALIA,1,1963,Bull shark,Unprovoked,Y,FATAL
3770,M,Young Adult,diving,SOUTH AFRICA,1,1963,Non defined,Unprovoked,N,OTHERS
3771,M,Youth,Spearfishing,SOUTH AFRICA,1,1963,Non defined,Unprovoked,N,OTHERS
3777,M,Youth,Spearfishing,AUSTRALIA,12,1962,White shark,Unprovoked,Y,LOWER EXTREMITIES
3781,M,Youth,Spearfishing,USA,11,1962,White shark,Unprovoked,N,LOWER EXTREMITIES
3785,M,Young Adult,Wading,MEXICO,1,1962,Non defined,Unprovoked,Y,LOWER EXTREMITIES
3790,M,Youth,Spearfishing,BRITISH WEST INDIES,9,1962,Non defined,Unprovoked,N,OTHERS
3793,M,Young Adult,Spearfishing,ITALY,9,1962,White shark,Unprovoked,Y,LOWER EXTREMITIES
3796,M,Adult,Fishing,PAPUA NEW GUINEA,8,1962,Non defined,Provoked,N,LOWER EXTREMITIES
3797,M,Adult,Diving,USA,8,1962,Non defined,Provoked,N,OTHERS
3800,M,Adult,fishing,USA,8,1962,Non defined,Unprovoked,Y,LOWER EXTREMITIES
3801,M,Youth,Standing,USA,8,1962,Non defined,Unprovoked,N,OTHERS
3807,M,Youth,Fishing,USA,7,1962,Non defined,Provoked,N,OTHERS
3813,M,Children,Undefined,USA,6,1962,Non defined,Unprovoked,N,OTHERS
3820,M,Adult,diving,USA,6,1962,Non defined,Provoked,N,OTHERS
3827,M,Children,Wading,SOUTH AFRICA,4,1962,Non defined,Unprovoked,N,LOWER EXTREMITIES
3831,M,Children,Swimming,PAPUA NEW GUINEA,3,1962,Non defined,Unprovoked,Y,LOWER EXTREMITIES
3836,M,Children,Treading,SOUTH AFRICA,2,1962,White shark,Unprovoked,Y,FATAL
3837,M,Young Adult,Swimming,AUSTRALIA,2,1962,Non defined,Unprovoked,N,OTHERS
3840,M,Youth,Splashing,NEW ZEALAND,1,1962,Non defined,Unprovoked,N,OTHERS
3846,M,Young Adult,Spearfishing,USA,1,1962,White shark,Unprovoked,N,LOWER EXTREMITIES
3848,M,Youth,Surfing,AUSTRALIA,1,1962,Non defined,Unprovoked,N,LOWER EXTREMITIES
3850,M,Youth,Spearfishing,PAPUA NEW GUINEA,1,1962,White shark,Unprovoked,N,LOWER EXTREMITIES
3851,F,Adult,fishing,NEW ZEALAND,1,1962,Non defined,Unprovoked,N,LOWER EXTREMITIES
3858,M,Adult,Fishing,MARSHALL ISLANDS,1,1962,Non defined,Unprovoked,N,OTHERS
3862,F,Youth,Standing,AUSTRALIA,12,1961,Non defined,Unprovoked,Y,FATAL
3863,M,Youth,Standing,AUSTRALIA,12,1961,Non defined,Unprovoked,N,OTHERS
3864,M,Youth,Treading,SOUTH AFRICA,12,1961,Non defined,Unprovoked,N,LOWER EXTREMITIES
3865,M,Youth,Spearfishing,AUSTRALIA,12,1961,Non defined,Provoked,N,"NO INJURY, SLIGHT SCARE!"
3868,M,Youth,Surfing,AUSTRALIA,12,1961,Non defined,Unprovoked,Y,LOWER EXTREMITIES
3869,M,Youth,Swimming,AUSTRALIA,12,1961,Non defined,Unprovoked,N,LOWER EXTREMITIES
3876,M,Youth,Swimming,CROATIA,9,1961,White shark,Unprovoked,Y,LOWER EXTREMITIES
3882,M,Youth,Swimming,USA,8,1961,White shark,Unprovoked,N,LOWER EXTREMITIES
3883,M,Youth,Wading,USA,8,1961,White shark,Unprovoked,N,LOWER EXTREMITIES
3885,M,Adult,fishing,USA,8,1961,Non defined,Unprovoked,N,OTHERS
3887,M,Adult,Spearfishing,USA,7,1961,Non defined,Provoked,N,OTHERS
3890,M,Youth,Spearfishing,ITALY,1,1961,White shark,Unprovoked,N,LOWER EXTREMITIES
3897,M,Youth,diving,USA,5,1961,White shark,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
3899,M,Adult,Walking,USA,5,1961,Non defined,Unprovoked,N,OTHERS
3903,M,Adult,Swimming,MOZAMBIQUE,4,1961,Non defined,Unprovoked,N,LOWER EXTREMITIES
3907,M,Adult,Checking,AUSTRALIA,4,1961,Non defined,Unprovoked,N,OTHERS
3908,M,Adult,Swimming,MOZAMBIQUE,4,1961,Non defined,Unprovoked,Y,FATAL
3913,M,Youth,Swimming,AUSTRALIA,3,1961,Non defined,Unprovoked,N,OTHERS
3915,M,Youth,Spearfishing,AUSTRALIA,3,1961,White shark,Unprovoked,N,LOWER EXTREMITIES
3916,M,Young Adult,diving,NORTH PACIFIC OCEAN,3,1961,Non defined,Unprovoked,N,OTHERS
3922,M,Young Adult,Spearfishing,SOUTH AFRICA,2,1961,Non defined,Unprovoked,N,OTHERS
3923,M,Children,Swimming,SOUTH AFRICA,2,1961,Non defined,Unprovoked,Y,LOWER EXTREMITIES
3927,M,Youth,Swimming,SOUTH AFRICA,1,1961,White shark,Unprovoked,N,OTHERS
3928,M,Young Adult,Collecting,AUSTRALIA,1,1961,Non defined,Provoked,N,OTHERS
3929,M,Children,Standing,SOUTH AFRICA,1,1961,White shark,Unprovoked,N,LOWER EXTREMITIES
3943,M,Young Adult,Swimming,SOUTH AFRICA,12,1960,White shark,Unprovoked,Y,LOWER EXTREMITIES
3944,M,Young Adult,Fishing,AUSTRALIA,12,1960,Non defined,Unprovoked,N,OTHERS
3946,M,Adult,Swimming,AUSTRALIA,11,1960,Non defined,Unprovoked,N,OTHERS
3974,M,Youth,Holding,USA,8,1960,Non defined,Provoked,N,OTHERS
3980,M,Adult,Fishing,USA,7,1960,Non defined,Provoked,N,OTHERS
3985,M,Adult,diving,USA,6,1960,Non defined,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
3990,M,Young Adult,diving,BERMUDA,5,1960,Non defined,Unprovoked,N,LOWER EXTREMITIES
3991,F,Youth,Swimming,USA,5,1960,White shark,Unprovoked,N,LOWER EXTREMITIES
3994,M,Youth,Treading,SOUTH AFRICA,4,1960,White shark,Unprovoked,N,OTHERS
3995,M,Adult,Skindiving,USA,4,1960,White shark,Unprovoked,N,LOWER EXTREMITIES
3999,M,Youth,Surfing,AUSTRALIA,4,1960,White shark,Unprovoked,N,OTHERS
4007,M,Adult,Treading,USA,3,1960,Non defined,Unprovoked,N,LOWER EXTREMITIES
4009,M,Children,Wading,AUSTRALIA,2,1960,Non defined,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
4020,M,Children,diving,AUSTRALIA,1,1960,Bull shark,Unprovoked,Y,LOWER EXTREMITIES
4043,M,Youth,surfing,AUSTRALIA,11,1959,Non defined,Unprovoked,N,OTHERS
4044,M,Youth,Standing,AUSTRALIA,11,1959,Non defined,Unprovoked,N,LOWER EXTREMITIES
4045,M,Youth,Trailing,AUSTRALIA,11,1959,Non defined,Unprovoked,N,LOWER EXTREMITIES
4049,M,Youth,Swimming,USA,11,1959,Non defined,Unprovoked,N,OTHERS
4054,M,Young Adult,Diving,USA,1,1959,White shark,Unprovoked,N,LOWER EXTREMITIES
4056,M,Adult,Spearfishing,FIJI,1,1959,Tiger shark,Unprovoked,N,OTHERS
4059,M,Young Adult,hanging,USA,9,1959,Non defined,Unprovoked,N,LOWER EXTREMITIES
4075,M,Children,Swimming,JAPAN,8,1959,Non defined,Unprovoked,Y,FATAL
4080,M,Young Adult,Spearfishing,USA,7,1959,Non defined,Unprovoked,N,OTHERS
4091,M,Young Adult,diving,USA,6,1959,White shark,Unprovoked,Y,FATAL
4095,M,Youth,Treading,USA,5,1959,White shark,Unprovoked,Y,FATAL
4096,M,Youth,Spearfishing,USA,5,1959,Tiger shark,Unprovoked,N,LOWER EXTREMITIES
4110,M,Children,Treading,SOUTH AFRICA,2,1959,Non defined,Unprovoked,N,LOWER EXTREMITIES
4111,M,Youth,Working,AUSTRALIA,1,1959,Non defined,Unprovoked,N,OTHERS
4114,M,Youth,Undefined,AUSTRALIA,1,1959,Non defined,Unprovoked,Y,FATAL
4115,M,Youth,Surfing,AUSTRALIA,1,1959,Non defined,Unprovoked,N,LOWER EXTREMITIES
4116,M,Youth,Swimming,SOUTH AFRICA,1,1959,White shark,Unprovoked,N,OTHERS
4130,M,Youth,Surfing,USA,12,1958,Tiger shark,Unprovoked,Y,LOWER EXTREMITIES
4131,M,Youth,Cleaning,AMERICAN SAMOA,12,1958,Tiger shark,Unprovoked,Y,LOWER EXTREMITIES
4132,M,Youth,Swimming,AUSTRALIA,11,1958,Non defined,Unprovoked,Y,FATAL
4141,M,Adult,Fishing,BAHAMAS,9,1958,Non defined,Unprovoked,N,OTHERS
4146,M,Children,Swimming,USA,7,1958,Tiger shark,Unprovoked,N,LOWER EXTREMITIES
4147,M,Children,Swimming,USA,7,1958,Tiger shark,Unprovoked,N,LOWER EXTREMITIES
4151,M,Young Adult,Undefined,PACIFIC OCEAN,7,1958,Non defined,Unprovoked,N,OTHERS
4152,M,Youth,diving,USA,7,1958,Non defined,Provoked,N,LOWER EXTREMITIES
4154,M,Adult,Spearfishing,BAHAMAS,1,1958,Tiger shark,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
4156,M,Adult,Wading,USA,6,1958,Non defined,Provoked,N,LOWER EXTREMITIES
4157,M,Youth,Walking,USA,6,1958,Tiger shark,Unprovoked,N,LOWER EXTREMITIES
4162,M,Young Adult,Diving,TAIWAN,4,1958,Non defined,Unprovoked,N,OTHERS
4163,F,Young Adult,Paddling,SOUTH AFRICA,4,1958,Non defined,Unprovoked,Y,FATAL
4164,M,Young Adult,Swimming,SOUTH AFRICA,4,1958,Non defined,Unprovoked,Y,LOWER EXTREMITIES
4169,M,Children,surfing,AUSTRALIA,1,1958,Non defined,Unprovoked,N,LOWER EXTREMITIES
4182,F,Children,Standing,SOUTH AFRICA,12,1957,Non defined,Unprovoked,N,OTHERS
4184,M,Youth,Floating,SOUTH AFRICA,12,1957,Non defined,Unprovoked,Y,FATAL
4194,M,Adult,Swimming,USA,7,1957,White shark,Unprovoked,Y,LOWER EXTREMITIES
4197,M,Young Adult,Competing,AUSTRALIA,5,1957,Non defined,Unprovoked,N,OTHERS
4200,M,Young Adult,Swimming,USA,4,1957,White shark,Unprovoked,Y,FATAL
4202,M,Youth,Standing,USA,4,1957,Non defined,Provoked,N,LOWER EXTREMITIES
4203,M,Youth,Swimming,AUSTRALIA,4,1957,Non defined,Unprovoked,N,OTHERS
4222,M,Youth,Spearfishing,PAPUA NEW GUINEA,12,1956,Tiger shark,Unprovoked,Y,LOWER EXTREMITIES
4228,M,Youth,Skindiving,SENEGAL,1,1956,Non defined,Unprovoked,N,OTHERS
4238,M,Children,Swimming,USA,8,1956,White shark,Unprovoked,N,OTHERS
4258,M,Young Adult,Swimming,AUSTRALIA,3,1956,Non defined,Unprovoked,Y,FATAL
4260,M,Youth,Diving,AUSTRALIA,2,1956,Non defined,Unprovoked,Y,LOWER EXTREMITIES
4275,M,Children,Swimming,PAPUA NEW GUINEA,11,1955,Non defined,Unprovoked,N,OTHERS
4286,M,Young Adult,Swimming,AMERICAN SAMOA,8,1955,Non defined,Unprovoked,Y,FATAL
4303,M,Youth,Spearfishing,USA,2,1955,White shark,Unprovoked,N,OTHERS
4304,M,Young Adult,Swimming,AUSTRALIA,2,1955,White shark,Unprovoked,Y,LOWER EXTREMITIES
4308,M,Children,Hunting,AUSTRALIA,1,1955,Non defined,Unprovoked,Y,LOWER EXTREMITIES
4340,M,Young Adult,diving,AUSTRALIA,6,1954,Non defined,Unprovoked,N,OTHERS
4349,M,Youth,Floating,ARGENTINA,1,1954,White shark,Unprovoked,N,LOWER EXTREMITIES
4350,M,Young Adult,Crouching,PAPUA NEW GUINEA,1,1954,White shark,Unprovoked,N,OTHERS
4370,M,Youth,Spearfishing,USA,7,1953,Non defined,Unprovoked,Y,FATAL
4387,M,Young Adult,Spearfishing,AUSTRALIA,2,1953,Non defined,Unprovoked,N,OTHERS
4395,M,Young Adult,Fishing,AUSTRALIA,12,1952,Non defined,Unprovoked,N,OTHERS
4399,M,Youth,surfing,USA,12,1952,White shark,Unprovoked,Y,LOWER EXTREMITIES
4426,M,Youth,Treading,AUSTRALIA,12,1951,Non defined,Unprovoked,Y,FATAL
4427,M,Youth,Swimming,SOUTH AFRICA,11,1951,White shark,Unprovoked,N,OTHERS
4429,M,Youth,Treading,SOUTH AFRICA,11,1951,White shark,Unprovoked,N,LOWER EXTREMITIES
4446,M,Youth,Undefined,AUSTRALIA,3,1951,Non defined,Provoked,N,OTHERS
4449,M,Young Adult,surfing,SOUTH AFRICA,2,1951,Non defined,Unprovoked,N,LOWER EXTREMITIES
4459,M,Youth,surfing,AUSTRALIA,11,1950,White shark,Unprovoked,N,OTHERS
4461,M,Young Adult,surfing,USA,1,1950,White shark,Unprovoked,N,LOWER EXTREMITIES
4462,M,Young Adult,Fishing,AUSTRALIA,1,1950,White shark,Unprovoked,N,LOWER EXTREMITIES
4463,M,Young Adult,fishing,EL SALVADOR,8,1950,Non defined,Provoked,N,OTHERS
4482,M,Children,surfing,SOUTH AFRICA,2,1950,White shark,Unprovoked,Y,FATAL
4489,M,Children,Bending,INDONESIA,1,1950,Tiger shark,Unprovoked,Y,FATAL
