,Months,Year,Fatal (Y/N),Type,Country,Area,Cat_shark
577,4,2012,N,Unprovoked,AUSTRALIA,South Australia,White Shark
578,4,2012,N,Unprovoked,USA,Hawaii,Tiger Shark
579,4,2012,N,Unprovoked,USA,Florida,Other
606,12,2011,N,Unprovoked,USA,Florida,
607,12,2011,N,Invalid,ANTIGUA,St John's,
608,12,2011,N,Unprovoked,ECUADOR,Santa Elena,
609,12,2011,N,Unprovoked,USA,Florida,
610,12,2011,N,Provoked,USA,Hawaii,Other
611,12,2011,N,Unprovoked,SOUTH AFRICA,Eastern Cape Province,
612,12,2011,N,Unprovoked,AUSTRALIA,New South Wales,White Shark
613,12,2011,N,Invalid,SOUTH AFRICA,KwaZulu-Natal,
614,12,2011,N,Unprovoked,AUSTRALIA,New South Wales,Other
615,12,2011,N,Unprovoked,USA,Oregon,
616,12,2011,Y,Invalid,AUSTRALIA,Queensland,
617,12,2011,N,Unprovoked,AUSTRALIA,New South Wales,
618,11,2011,N,Unprovoked,INDONESIA,Bali,
619,11,2011,N,Unprovoked,AUSTRALIA,Queensland,Other
620,11,2011,N,Unprovoked,USA,California,White Shark
621,11,2011,N,Unprovoked,PAPUA NEW GUINEA,East New Britain,
622,11,2011,N,Unprovoked,BRAZIL,Pernambuco,
623,11,2011,N,Unprovoked,REUNION,Bois-Blanc ,
624,10,2011,N,Unprovoked,USA,California,White Shark
625,10,2011,N,Unprovoked,SCOTLAND,Moray,Other
626,10,2011,N,Provoked,SOUTH AFRICA,KwaZulu-Natal,Other
627,10,2011,Y,Unprovoked,AUSTRALIA,Western Australia,White Shark
628,10,2011,N,Unprovoked,USA,Oregon,White Shark
629,10,2011,N,Unprovoked,AUSTRALIA,Victoria,Other
630,10,2011,N,Unprovoked,USA,Florida,Other
631,10,2011,N,Unprovoked,USA,Oregon,Other
632,10,2011,Y,Unprovoked,AUSTRALIA,Western Australia,
633,10,2011,N,Boat,REUNION,,Other
634,10,2011,N,Unprovoked,USA,Florida,
635,10,2011,N,Unprovoked,USA,Alabama,
636,9,2011,N,Invalid,USA,Puerto Rico,
637,9,2011,N,Provoked,DOMINICAN REPUBLIC,Samaná Province,
638,9,2011,N,Unprovoked,SOUTH AFRICA,Western Cape Province,White Shark
639,9,2011,N,Unprovoked,USA,Florida,Bull Shark
640,9,2011,N,Unprovoked,USA,South Carolina,
641,9,2011,N,Boat,USA,Hawaii,
642,9,2011,Y,Unprovoked,REUNION,Saint-Gilles,
643,9,2011,Y,Unprovoked,KENYA,Coast Province,
644,9,2011,N,Unprovoked,USA,Florida,Other
645,9,2011,N,Unprovoked,USA,California,
646,9,2011,N,Unprovoked,PAPUA NEW GUINEA,Central Province,Tiger Shark
647,9,2011,N,Unprovoked,USA,Hawaii,
648,9,2011,Y,Unprovoked,AUSTRALIA,Western Australia,White Shark
649,9,2011,N,Unprovoked,USA,Florida,Other
650,8,2011,N,Unprovoked,USA,Florida,Other
651,8,2011,Y,Invalid,AUSTRALIA,Queensland,
652,8,2011,N,Unprovoked,USA,Texas,
653,8,2011,N,Unprovoked,RUSSIA,Primorsky Krai,
654,8,2011,N,Unprovoked,USA,North Carolina,
655,8,2011,N,Unprovoked,USA,North Carolina,
656,8,2011,Y,Unprovoked,SOUTH AFRICA,Western Cape Province,White Shark
657,8,2011,N,Unprovoked,RUSSIA,"Peter the Great Bay, Khasan, Primorsky Krai (Far East)",
658,8,2011,N,Unprovoked,USA,North Carolina,Tiger Shark
659,8,2011,N,Invalid,USA,North Carolina,
660,8,2011,N,Unprovoked,RUSSIA,"Telyakovsky Bay, Khasan,  Primorsky Krai (Far East)",Other
661,8,2011,N,Unprovoked,FRENCH POLYNESIA,Society Islands,Other
662,8,2011,N,Unprovoked,USA,Puerto Rico,
663,8,2011,Y,Unprovoked,SEYCHELLES,Praslin,Bull Shark
664,8,2011,N,Invalid,USA,South Carolina,
665,8,2011,N,Unprovoked,USA,North Carolina,
666,8,2011,Y,Unprovoked,SEYCHELLES,Praslin,
667,7,2011,Y,Invalid,BRAZIL,Pernambuco,
668,7,2011,N,Sea Disaster,PHILIPPINES,,
669,7,2011,N,Unprovoked,USA,New Jersey,
670,7,2011,N,Unprovoked,SOUTH AFRICA,Eastern Cape Province,White Shark
671,7,2011,N,Unprovoked,USA,North Carolina,
672,7,2011,N,Unprovoked,REUNION,Saint-Gilles,
673,7,2011,N,Unprovoked,USA,Texas,
674,7,2011,N,Unprovoked,BAHAMAS,Grand Bahama Island,
675,7,2011,N,Unprovoked,USA,Texas,
676,7,2011,N,Unprovoked,USA,Texas,
677,7,2011,N,Unprovoked,REUNION,Saint-Gilles,
678,7,2011,N,Unprovoked,COLUMBIA,Sucre,
679,6,2011,N,Unprovoked,TURKS & CAICOS,Middle Caicos,
680,6,2011,N,Unprovoked,BRAZIL,Pernambuco,
681,6,2011,N,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Other
682,6,2011,N,Unprovoked,USA,North Carolina,Bull Shark
683,6,2011,N,Unprovoked,USA,California,White Shark
684,6,2011,N,Unprovoked,USA,Florida,
685,6,2011,N,Unprovoked,TURKS & CAICOS,Caicos Bank,Other
686,6,2011,Y,Unprovoked,COSTA RICA,Guanacaste,
687,6,2011,Y,Unprovoked,REUNION,Saint-Gilles-les-Bains,
688,6,2011,N,Boat,UNITED KINGDOM,Cornwall,White Shark
689,6,2011,N,Unprovoked,USA,Florida,Blacktip Shark
690,6,2011,N,Unprovoked,COLUMBIA,San Andrés archipelago,
691,6,2011,N,Unprovoked,USA,California,Other
692,6,2011,N,Unprovoked,USA,Florida,Other
693,6,2011,N,Unprovoked,MALAYSIA,Kedah,Blacktip Shark
694,5,2011,N,Unprovoked,USA,Texas,
695,5,2011,N,Unprovoked,SOUTH AFRICA,Western Cape Province,White Shark
696,5,2011,N,Unprovoked,USA,Hawaii,Tiger Shark
697,5,2011,N,Unprovoked,USA,Hawaii,Tiger Shark
698,5,2011,Y,Unprovoked,NEW CALEDONIA,North Province,Tiger Shark
699,5,2011,Y,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Other
700,5,2011,N,Unprovoked,USA,Florida,
701,5,2011,N,Unprovoked,USA,Florida,
702,5,2011,N,Provoked,USA,Florida,Other
703,5,2011,N,Invalid,UNITED ARAB EMIRATES (UAE),Umm al Qaywayan Province,
704,5,2011,N,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,
711,3,2011,N,Provoked,USA,Texas,Blacktip Shark
712,3,2011,N,Unprovoked,MEXICO,Quintana Roo,Bull Shark
713,3,2011,N,Unprovoked,AUSTRALIA,New South Wales,Bull Shark
714,3,2011,N,Unprovoked,MEXICO,Quintana Roo,
715,3,2011,N,Unprovoked,FIJI,,
716,3,2011,N,Unprovoked,AUSTRALIA,New South Wales,Other
717,3,2011,N,Invalid,EGYPT,South Sinai Peninsula,
718,3,2011,N,Unprovoked,AUSTRALIA,New South Wales,
719,2,2011,N,Provoked,AUSTRALIA,Queensland,Bull Shark
720,2,2011,N,Unprovoked,NEW CALEDONIA, Loyalty Islands,Other
721,2,2011,N,Unprovoked,REUNION,Saint Gilles ,
722,2,2011,Y,Unprovoked,AUSTRALIA,South Australia,White Shark
723,2,2011,N,Provoked,AUSTRALIA,Queensland,Other
724,2,2011,N,Unprovoked,AUSTRALIA,Western Australia,
725,2,2011,N,Provoked,MEXICO,Colima,
726,2,2011,N,Unprovoked,SOUTH AFRICA,Eastern Cape Province,
727,1,2011,N,Unprovoked,MEXICO,Quintana Roo,Other
728,1,2011,N,Provoked,MEXICO,Colima,
729,1,2011,N,Unprovoked,BAHAMAS,West End,Other
730,1,2011,N,Invalid,AUSTRALIA,New South Wales,
731,1,2011,Y,Unprovoked,SOUTH AFRICA,Eastern Cape Province,
732,1,2011,N,Unprovoked,MEXICO,Quintana Roo,
733,1,2011,N,Boat,AUSTRALIA,Western Australia,White Shark
734,12,2010,N,Unprovoked,USA,Hawaii,Other
735,12,2010,N,Unprovoked,FIJI,Vitu Levu,
736,12,2010,N,Unprovoked,USA,Hawaii,
737,12,2010,Y,Unprovoked,EGYPT,South Sinai Peninsula,White Shark
738,12,2010,N,Unprovoked,INDONESIA,Bali,
739,12,2010,N,Unprovoked,EGYPT,South Sinai Peninsula,Mako Shark
740,12,2010,N,Unprovoked,EGYPT,South Sinai Peninsula,Mako Shark
741,11,2010,N,Unprovoked,EGYPT,South Sinai Peninsula,White Shark
742,11,2010,N,Unprovoked,EGYPT,South Sinai Peninsula,White Shark
743,11,2010,N,Unprovoked,SAMOA,,
744,11,2010,Y,Invalid,AUSTRALIA,Western Australia,
745,11,2010,N,Provoked,USA,Palmyra Atoll,
746,11,2010,Y,Unprovoked,DOMINICAN REPUBLIC,,
747,11,2010,N,Unprovoked,INDONESIA,Bali,
748,11,2010,N,Boat,AUSTRALIA,Western Australia,White Shark
749,10,2010,N,Unprovoked,AUSTRALIA,Western Australia,White Shark
750,10,2010,N,Unprovoked,AUSTRALIA,Western Australia,
751,10,2010,N,Unprovoked,USA,Oregon,
752,10,2010,N,Provoked,AZORES,,
753,10,2010,N,Unprovoked,USA,Maine,Other
754,10,2010,N,Unprovoked,AUSTRALIA,Western Australia,
755,10,2010,Y,Unprovoked,USA,California,White Shark
756,10,2010,N,Unprovoked,EGYPT,South Sinai Peninsula,
757,10,2010,N,Unprovoked,AUSTRALIA,New South Wales,Bull Shark
758,10,2010,N,Unprovoked,BAHAMAS,Exuma Islands,Other
759,10,2010,N,Unprovoked,BAHAMAS,Abaco Islands,Other
760,10,2010,N,Unprovoked,SOUTH AFRICA,Western Cape Province,
761,9,2010,N,Unprovoked,USA,Oregon,White Shark
762,9,2010,N,Unprovoked,USA,Virginia,
763,9,2010,Y,Unprovoked,SOUTH AFRICA,Western Cape Province,White Shark
764,9,2010,N,Unprovoked,AUSTRALIA,New South Wales,Other
765,9,2010,N,Unprovoked,USA,Florida,Other
766,9,2010,N,Unprovoked,TONGA,Ha'api ,
767,9,2010,N,Unprovoked,USA,Florida,
768,9,2010,N,Unprovoked,USA,Florida,
769,9,2010,N,Unprovoked,USA,Florida,
770,9,2010,N,Unprovoked,SOLOMON ISLANDS,Western Province,
771,8,2010,Y,Invalid,BAHAMAS,Exuma Islands,
772,8,2010,N,Unprovoked,USA,Florida,
773,8,2010,Y,Unprovoked,AUSTRALIA,Western Australia,White Shark
774,8,2010,N,Unprovoked,USA,California,White Shark
775,8,2010,N,Provoked,AUSTRALIA,Queensland,
776,8,2010,N,Unprovoked,SOUTH KOREA,Jeju Province,
777,8,2010,N,Unprovoked,AUSTRALIA,New South Wales,
778,8,2010,N,Unprovoked,USA,North Carolina,
779,8,2010,N,Unprovoked,MALTA,,Other
780,8,2010,N,Invalid,USA,Florida,
781,8,2010,N,Unprovoked,USA,California,White Shark
782,8,2010,N,Unprovoked,USA,Florida,Other
783,7,2010,N,Unprovoked,USA,South Carolina,Other
784,7,2010,N,Unprovoked,USA,Florida,
785,7,2010,N,Unprovoked,USA,South Carolina,Blacktip Shark
786,7,2010,N,Unprovoked,USA,North Carolina,Tiger Shark
787,7,2010,N,Unprovoked,USA,Florida,Other
788,7,2010,N,Provoked,SPAIN,Grand Canary Island,Other
789,7,2010,N,Unprovoked,USA,Texas,
790,7,2010,N,Provoked,USA,Florida,Other
791,7,2010,N,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,
792,7,2010,N,Provoked,USA,New York,Blue Shark
793,7,2010,N,Unprovoked,USA,California,Other
794,7,2010,N,Unprovoked,USA,California,Other
795,6,2010,N,Unprovoked,USA,Texas,Bull Shark
796,6,2010,N,Unprovoked,USA,South Carolina,
797,6,2010,N,Unprovoked,USA,North Carolina,
798,6,2010,N,Unprovoked,VIETNAM,Binh Dinh Province,Other
799,6,2010,N,Unprovoked,USA,Florida,Other
800,6,2010,N,Unprovoked,AUSTRALIA,Western Australia,
801,6,2010,N,Unprovoked,USA,Florida,
812,3,2010,N,Unprovoked,REUNION,Saint-Benoit,Other
813,2,2010,N,Unprovoked,NEW ZEALAND,South Island,Blue Shark
814,2,2010,N,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Other
815,2,2010,Y,Unprovoked,FIJI,Off Vanua Levu,
816,2,2010,N,Unprovoked,AUSTRALIA,Queensland,Other
817,2,2010,N,Unprovoked,AUSTRALIA,New South Wales,Other
818,2,2010,N,Provoked,NEW ZEALAND,South Island,Other
819,2,2010,N,Unprovoked,AUSTRALIA,New South Wales,White Shark
820,2,2010,N,Provoked,USA,Florida,Other
821,2,2010,Y,Invalid,GUAM,Merizo,
822,2,2010,Y,Unprovoked,USA,Florida,
823,2,2010,N,Provoked,NEW ZEALAND,South Island,Other
835,12,2009,N,Unprovoked,SOUTH AFRICA,Eastern Cape  Province,
836,12,2009,N,Provoked,AUSTRALIA,New South Wales,
837,12,2009,N,Unprovoked,MOZAMBIQUE,Maputo Province,Other
838,12,2009,N,Boat,AUSTRALIA,Queensland,
839,12,2009,N,Unprovoked,AUSTRALIA,Queensland,Bull Shark
840,12,2009,Y,Unprovoked,SOUTH AFRICA,Eastern Cape Province,
841,12,2009,N,Invalid,SOUTH AFRICA,KwaZulu-Natal,
842,12,2009,Y,Unprovoked,NEW ZEALAND,South Island,White Shark
843,12,2009,N,Unprovoked,AUSTRALIA,New South Wales,
844,12,2009,N,Boat,AUSTRALIA,New South Wales,White Shark
845,12,2009,N,Provoked,USA,New Jersey,Tiger Shark
846,11,2009,N,Invalid,USA,California,
847,11,2009,N,Unprovoked,USA,Florida,Other
848,11,2009,N,Unprovoked,USA,California,Other
849,11,2009,N,Unprovoked,USA,Florida,
850,11,2009,N,Unprovoked,USA,Florida,
851,11,2009,N,Unprovoked,USA,Florida,Other
852,11,2009,N,Unprovoked,AUSTRALIA,South Australia,Other
853,11,2009,N,Unprovoked,USA,California,
854,10,2009,N,Unprovoked,AUSTRALIA,Victoria,White Shark
855,10,2009,N,Unprovoked,MOZAMBIQUE,Inhambane Province,Other
856,10,2009,N,Unprovoked,AUSTRALIA,New South Wales,
857,10,2009,N,Unprovoked,USA,California,
858,10,2009,N,Unprovoked,USA,Hawaii,Other
859,10,2009,N,Unprovoked,PANAMA,Bocas,
860,10,2009,N,Provoked,SCOTLAND,Fife,Other
861,10,2009,N,Unprovoked,AUSTRALIA,Western Australia,Bull Shark
862,10,2009,N,Unprovoked,USA,California,
863,10,2009,N,Provoked,UNITED KINGDOM,Devon,Other
864,9,2009,N,Unprovoked,USA,Florida,Bull Shark
865,9,2009,N,Unprovoked,VIETNAM,,
866,9,2009,N,Provoked,SOMALIA,,
867,9,2009,Y,Provoked,BRAZIL,Pernambuco,
868,9,2009,Y,Invalid,USA,North Carolina,
869,9,2009,Y,Unprovoked,BRAZIL,Pernambuco,
870,9,2009,Y,Invalid,NEVIS,,
871,9,2009,N,Provoked,SOLOMON ISLANDS,Makira-Ulawa Province,
872,8,2009,N,Unprovoked,USA,California,Other
873,8,2009,Y,Unprovoked,SOUTH AFRICA,Western Cape Province,White Shark
874,8,2009,N,Unprovoked,USA,California,White Shark
875,8,2009,N,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,White Shark
876,8,2009,N,Unprovoked,USA,Florida,
877,8,2009,N,Unprovoked,USA,Hawaii,Tiger Shark
878,8,2009,N,Unprovoked,USA,Louisiana,Bull Shark
879,7,2009,N,Unprovoked,BAHAMAS,Abaco Islands,Bull Shark
880,7,2009,N,Unprovoked,AUSTRALIA,New South Wales,
881,7,2009,N,Unprovoked,VIETNAM,Binh Dinh Province,
882,7,2009,Y,Unprovoked,KENYA,Mombasa,
883,7,2009,N,Unprovoked,USA,Texas,
884,7,2009,N,Invalid,SPAIN,Catalunya,
885,7,2009,N,Unprovoked,USA,North Carolina,
886,7,2009,N,Unprovoked,USA,Florida,
887,7,2009,N,Unprovoked,VIETNAM,Binh Dinh Province,
888,7,2009,N,Provoked,BAHAMAS,,Other
889,7,2009,N,Unprovoked,USA,California,Other
890,7,2009,N,Unprovoked,SOUTH AFRICA,Western Cape Province,
891,7,2009,N,Unprovoked,USA,Florida,
892,7,2009,N,Provoked,USA,Florida,Other
900,5,2009,N,Provoked,TAIWAN,Off Green Island,Other
901,5,2009,N,Provoked,USA,Florida,Other
902,5,2009,N,Unprovoked,USA,Florida,Blacktip Shark
903,5,2009,N,Unprovoked,USA,Florida,Blacktip Shark
904,5,2009,N,Unprovoked,USA,Florida,Blacktip Shark
905,5,2009,N,Provoked,GUAM,North Region,Blacktip Shark
906,3,2009,N,Provoked,BAHAMAS,Exuma Islands,Other
918,3,2009,N,Provoked,SOUTH AFRICA,Eastern Cape Province,Other
919,3,2009,Y,Unprovoked,SOUTH AFRICA,Eastern Cape Province,
920,3,2009,N,Unprovoked,AUSTRALIA,New South Wales,Bronze Shark
921,3,2009,N,Unprovoked,AUSTRALIA,New South Wales,
922,3,2009,N,Unprovoked,AUSTRALIA,New South Wales,
923,3,2009,N,Unprovoked,USA,Florida,Other
924,3,2009,N,Unprovoked,MALAYSIA,Strait of Malacca,Blacktip Shark
925,3,2009,N,Unprovoked,USA,Hawaii,
926,3,2009,N,Provoked,AUSTRALIA,Western Australia,Other
927,3,2009,Y,Unprovoked,NEW CALEDONIA,South Province,
928,3,2009,N,Provoked,SOUTH AFRICA,Western Cape Province,Blue Shark
929,3,2009,N,Boat,NEW ZEALAND,North Island,
930,3,2009,N,Unprovoked,AUSTRALIA,New South Wales,Other
938,1,2009,N,Provoked,AZORES,,
939,1,2009,Y,Invalid,BRAZIL,,
940,1,2009,N,Unprovoked,CUBA,Guantanamo Province,Bull Shark
941,1,2009,N,Boat,NEW ZEALAND,North Island,
942,1,2009,N,Unprovoked,AUSTRALIA,New South Wales,
943,1,2009,Y,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Tiger Shark
944,1,2009,Y,Invalid,BRAZIL,Maranhão,
945,1,2009,N,Boat,AUSTRALIA,Victoria,White Shark
946,1,2009,N,Unprovoked,NEW ZEALAND,South Island,
947,1,2009,Y,Unprovoked,SOUTH AFRICA,Western Cape Province,
948,1,2009,N,Unprovoked,AUSTRALIA,New South Wales,Other
949,1,2009,N,Unprovoked,AUSTRALIA,Tasmania,White Shark
950,1,2009,N,Unprovoked,AUSTRALIA,New South Wales,White Shark
951,1,2009,N,Boat,NEW ZEALAND,North Island,Mako Shark
952,1,2009,N,Unprovoked,ECUADOR,Galapagos Islands,
953,1,2009,N,Unprovoked,NEW ZEALAND,North Island,Other
954,1,2009,N,Unprovoked,CUBA,Guantanamo Province,Bull Shark
955,12,2008,N,Invalid,AUSTRALIA,Western Australia,
956,12,2008,N,Boat,AUSTRALIA,Tasmania,Other
957,12,2008,N,Unprovoked,AUSTRALIA,New South Wales,
958,12,2008,N,Unprovoked,AUSTRALIA,New South Wales,White Shark
959,12,2008,Y,Unprovoked,AUSTRALIA,Western Australia,White Shark
960,12,2008,N,Unprovoked,USA,California,White Shark
961,12,2008,N,Unprovoked,NEW ZEALAND,North Island,Bronze Shark
962,12,2008,N,Provoked,SOUTH AFRICA,Western Cape Province,Other
963,12,2008,N,Boat,AUSTRALIA,New South Wales,White Shark
964,12,2008,Y,Unprovoked,MOZAMBIQUE,Inhambane Province,Other
965,11,2008,N,Unprovoked,EGYPT,Red Sea,White Shark
966,11,2008,N,Sea Disaster,PHILIPPINES,Batanes Provine,
967,11,2008,N,Unprovoked,ECUADOR,Galapagos Islands,
968,11,2008,N,Boat,AUSTRALIA,South Australia,Bronze Shark
969,11,2008,Y,Sea Disaster,TAIWAN,,
970,11,2008,Y,Unprovoked,PHILIPPINES,Luzon,
971,10,2008,N,Provoked,AUSTRALIA,New South Wales,Other
972,10,2008,N,Unprovoked,NEW CALEDONIA,,Other
973,10,2008,N,Provoked,AUSTRALIA,Northern Territory,Other
974,10,2008,N,Unprovoked,AUSTRALIA,New South Wales,
975,10,2008,N,Unprovoked,USA,Florida,
976,10,2008,N,Unprovoked,CROATIA," Split-Dalmatia Count,",White Shark
977,9,2008,N,Unprovoked,USA,Florida,
978,9,2008,N,Unprovoked,USA,Florida,Other
979,9,2008,N,Provoked,AUSTRALIA,Northern Territory,Bronze Shark
980,9,2008,N,Unprovoked,USA,Florida,Other
981,9,2008,N,Unprovoked,USA,Hawaii,Tiger Shark
982,9,2008,N,Unprovoked,USA,California,White Shark
983,9,2008,N,Unprovoked,AUSTRALIA,New South Wales,Other
984,9,2008,N,Unprovoked,USA,Florida,
985,9,2008,N,Unprovoked,USA,Florida,
986,9,2008,N,Unprovoked,USA,Florida,Other
987,9,2008,N,Unprovoked,USA,Florida,
988,8,2008,N,Unprovoked,AUSTRALIA,New South Wales,
989,8,2008,Y,Invalid,USA,Hawaii,
990,8,2008,N,Provoked,ENGLAND,North Devon,Blue Shark
991,8,2008,N,Unprovoked,USA,Florida,
992,8,2008,N,Unprovoked,USA,Florida,Other
993,8,2008,N,Unprovoked,USA,Florida,
994,8,2008,N,Invalid,USA,North Carolina,
995,8,2008,N,Unprovoked,USA,Florida,
996,8,2008,N,Invalid,USA,South Carolina,
997,8,2008,N,Unprovoked,USA,US Virgin Islands,Bull Shark
998,8,2008,N,Unprovoked,USA,Florida,
999,8,2008,N,Unprovoked,USA,Hawaii,Tiger Shark
1076,12,2007,N,Unprovoked,ECUADOR,Galapagos Islands,Other
1077,12,2007,Y,Invalid,BRITISH VIRGIN ISLANDS,Green Bay,
1078,12,2007,N,Unprovoked,AUSTRALIA,New South Wales,Other
1079,12,2007,N,Unprovoked,AUSTRALIA,Queensland,Other
1080,12,2007,N,Invalid,AUSTRALIA,New South Wales,Other
1081,12,2007,N,Unprovoked,USA,Hawaii,Tiger Shark
1082,12,2007,N,Unprovoked,NEW ZEALAND,South Island,
1083,12,2007,N,Unprovoked,BRAZIL,Pernambuco,Other
1084,11,2007,N,Provoked,AUSTRALIA,Western Australia,Other
1085,11,2007,N,Unprovoked,AUSTRALIA,New South Wales,
1086,11,2007,N,Unprovoked,SOUTH AFRICA,Western Cape Province,Other
1087,11,2007,N,Unprovoked,USA,Florida,Other
1088,11,2007,N,Unprovoked,USA,Florida,Other
1089,11,2007,N,Unprovoked,SOUTH AFRICA,Eastern Cape Province,White Shark
1090,11,2007,N,Invalid,MEXICO,Baja California,
1091,10,2007,N,Unprovoked,USA,Hawaii,Tiger Shark
1092,10,2007,N,Unprovoked,AUSTRALIA,New South Wales,White Shark
1093,10,2007,N,Unprovoked,AUSTRALIA,Queensland,Bronze Shark
1094,10,2007,N,Unprovoked,USA,California,Other
1095,10,2007,N,Unprovoked,USA,Florida,Blacktip Shark
1096,9,2007,N,Unprovoked,USA,California,
1097,9,2007,Y,Sea Disaster,PHILIPPINES,Palawan,
1098,9,2007,Y,Unprovoked,NEW CALEDONIA,Loyalty Islands,Tiger Shark
1099,9,2007,N,Unprovoked,BAHAMAS,Grand Bahama Island,Other
1100,9,2007,N,Unprovoked,USA,California,White Shark
1101,9,2007,N,Unprovoked,EGYPT,Red Sea,White Shark
1102,9,2007,Y,Invalid,USA,Florida,
1103,9,2007,N,Unprovoked,USA,Florida,Other
1104,9,2007,N,Unprovoked,USA,Florida,Other
1105,9,2007,N,Unprovoked,SOLOMON ISLANDS,Marovo Lagoon,Other
1106,9,2007,N,Unprovoked,USA,Florida,
1107,9,2007,N,Unprovoked,USA,Florida,Other
1108,9,2007,N,Unprovoked,USA,Florida,Other
1109,9,2007,N,Unprovoked,USA,Florida,
1110,9,2007,N,Unprovoked,USA,Florida,
1111,9,2007,N,Unprovoked,USA,South Carolina,
1112,9,2007,N,Unprovoked,USA,Florida,Other
1113,9,2007,N,Unprovoked,USA,Florida,Other
1129,7,2007,N,Unprovoked,USA,Florida,
1130,7,2007,N,Unprovoked,USA,California,
1131,7,2007,N,Unprovoked,USA,California,White Shark
1132,7,2007,N,Boat,USA,California,White Shark
1133,7,2007,N,Unprovoked,USA,Hawaii,Other
1134,7,2007,N,Unprovoked,AUSTRALIA,Territory of Cocos (Keeling) Islands,Bronze Shark
1135,7,2007,N,Unprovoked,USA,North Carolina,Other
1136,7,2007,N,Provoked,NORWAY,Oslo Fjord,Other
1137,7,2007,N,Invalid,USA,California,
1138,7,2007,N,Unprovoked,USA,North Carolina,Other
1139,7,2007,N,Unprovoked,BAHAMAS,Abaco Islands,Bull Shark
1140,7,2007,N,Unprovoked,USA,Florida,
1141,7,2007,N,Unprovoked,REUNION,,Other
1142,7,2007,,Invalid,SENEGAL,,
1143,6,2007,N,Provoked,USA,Florida,Other
1144,6,2007,N,Unprovoked,USA,California,
1145,6,2007,N,Unprovoked,USA,Florida,Other
1146,6,2007,N,Unprovoked,USA,Hawaii,Tiger Shark
1147,6,2007,N,Invalid,USA,Florida,
1148,6,2007,N,Unprovoked,USA,Florida,Other
1149,6,2007,N,Unprovoked,AUSTRALIA,New South Wales,
1150,5,2007,N,Unprovoked,USA,South Carolina,
1151,5,2007,N,Provoked,USA,Virginia,Blacktip Shark
1152,5,2007,N,Provoked,ENGLAND,Kent,Other
1153,5,2007,N,Unprovoked,AUSTRALIA,Western Australia,Other
1154,5,2007,N,Unprovoked,AUSTRALIA,Victoria,Other
1155,5,2007,N,Unprovoked,USA,Florida,Other
1156,5,2007,N,Unprovoked,SEYCHELLES,Bird Island,White Shark
1157,5,2007,Y,Invalid,AUSTRALIA,New South Wales,
1158,5,2007,N,Unprovoked,USA,Hawaii,Tiger Shark
1159,5,2007,N,Unprovoked,USA,Florida,Other
1160,5,2007,Y,Sea Disaster,TURKS & CAICOS,Providenciales,
1161,5,2007,N,Provoked,BAHAMAS,Bimini Islands,Other
1162,4,2007,N,Unprovoked,AUSTRALIA,Queensland,Other
1163,4,2007,N,Unprovoked,USA,Florida,Blacktip Shark
1164,4,2007,N,Unprovoked,USA,Florida,Other
1165,4,2007,N,Boat,USA,Florida,Bull Shark
1166,4,2007,N,Unprovoked,NEW CALEDONIA,South Province,Tiger Shark
1167,4,2007,N,Unprovoked,USA,Florida,
1168,3,2007,N,Unprovoked,USA,Florida,Other
1169,3,2007,N,Unprovoked,USA,Florida,
1170,3,2007,Y,Unprovoked,YEMEN,Muhafazat Hadramawt,
1171,3,2007,N,Unprovoked,USA,Florida,Other
1172,3,2007,N,Unprovoked,AUSTRALIA,New South Wales,Other
1173,3,2007,N,Provoked,USA,Florida,Other
1174,3,2007,N,Unprovoked,AUSTRALIA,Queensland,Other
1175,3,2007,N,Unprovoked,USA,Florida,
1176,3,2007,N,Provoked,NEW ZEALAND,Cook islans,Tiger Shark
1177,2,2007,Y,Invalid,COSTA RICA,,
1178,2,2007,N,Unprovoked,AUSTRALIA,New South Wales,
1179,2,2007,N,Unprovoked,NEW CALEDONIA,Loyalty Islands,
1180,1,2007,N,Unprovoked,NEW CALEDONIA,North Province,Tiger Shark
1181,1,2007,N,Boat,USA,Florida,Other
1182,1,2007,N,Unprovoked,AUSTRALIA,New South Wales,White Shark
1183,1,2007,Y,Invalid,AUSTRALIA,New South Wales,
1184,1,2007,Y,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Tiger Shark
1185,1,2007,N,Unprovoked,AUSTRALIA,New South Wales,Other
1186,1,2007,N,Invalid,USA,New York,Other
1187,1,2007,N,Unprovoked,USA,Hawaii,Tiger Shark
1188,12,2006,N,Unprovoked,AUSTRALIA,Victoria,Other
1189,12,2006,N,Unprovoked,NEW ZEALAND,North Island,Other
1190,12,2006,N,Unprovoked,USA,California,White Shark
1191,12,2006,N,Provoked,SOUTH AFRICA,KwaZulu-Natal,Other
1192,12,2006,N,Unprovoked,AUSTRALIA,Western Australia,White Shark
1193,11,2006,Y,Sea Disaster,PHILIPPINES,Surigao del Norte,
1194,11,2006,N,Unprovoked,USA,Hawaii,Other
1195,11,2006,N,Provoked,SOUTH AFRICA,Eastern Cape Province,Bull Shark
